Claim Title	Claim	Verdict	Author	Domain
,,De când e premier, Marcel Ciolacu a îndatorat România cu peste 610 milioane de lei în fiecare zi. Datoria țării astăzi este la cea mai mare valoare de după Revoluție, peste 700 de miliarde de lei și crește în fiecare zi”.	,,De când e premier, Marcel Ciolacu a îndatorat România cu peste 610 milioane de lei în fiecare zi. Datoria țării astăzi este la cea mai mare valoare de după Revoluție, peste 700 de miliarde de lei și crește în fiecare zi. (…) Și asta, în condițiile în care Guvernul Ciolacu tocmai ce a ratat plata a 53 de milioane de euro din a doua tranșă din Planul Național de Redresare și Reziliență (PNRR). Iar Coaliția PSD-PNL a refuzat să desființeze pensiile speciale și să treacă toate pensiile pe sistemul contributiv, ceea ce ar fi economisit 4 miliarde de lei pe an la bugetul statului’.	TRUNCHIAT	Cătălin Drulă	Economie
„(...) eu, în calitate de ministru al Justiției, e adevărat cu sprijinul colegilor mei, majoritatea și de la Yale Law School care erau în Departamentul de Justiție al Statelor Unite, am înlăturat această firmă din proiectele noastre (...)” (Min 4:59)	„În 2019, în calitate de ministru al Justiției, am fost cea care a găsit soluția legală să îi înlăturăm (n.r. – este vorba despre compania chinezească China General Nuclear Power) din proiectele Cernavodă 3 și 4; construcția reactoarelor 3 și 4 de la Cernavodă, care poate să-ți asigure ție, România, încă 20% din necesarul de consum al României, pentru că un reactor îți dă ție aproape 10%, deci imaginați-vă ce poate să mai facă România cu încă 20% numai din energia nucleară, complementar cu celelalte surse de energie; deci revenind la momentul septembrie 2019, eu, în calitate de ministru al Justiție, e adevărat cu sprijinul colegilor mei, majoritatea și de la Yale Law School care erau în Departamentul de Justiție al Statelor Unite, am înlăturat această firmă din proiectele noastre, care nu făcea altceva decât să simuleze negocierile, dar țineau aceste proiecte blocate, fără ca statul român să plătească un leu despăgubire, și erau acolo multe despăgubiri de pe scaun, cum spunem noi în Drept. Pentru că această firmă chinezească era pusă sub acuzații oficiale de spionaj tehnologic în Statele Unite”.	FALS	Ana Birchall	Externe
„Datoria publică a României a ajuns la 52,4% din PIB la începutul anului. Niciodată nu a fost atât de îndatorată țara noastră ca în timpul Guvernării Ciolacu.”	„Datoria publică a României a ajuns la 52,4% din PIB la începutul anului. Niciodată nu a fost atât de îndatorată țara noastră ca în timpul Guvernării Ciolacu.”	ADEVĂRAT	Denisa Neagu	Finante
Alianța pentru Unirea Românilor a depus foarte multe proiecte legislative.	Alianța pentru Unirea Românilor a depus foarte multe proiecte legislative.	TRUNCHIAT	Sorin Cristian Mateescu	Politica
,,E foarte clar ce ne spune Comisia de la Veneția. Aceasta felicită autoritățile române pentru inițiativa de desființare a SIIJ. De altfel, Comisia a criticat de la început înființarea SIIJ, dar argumentele ei au fost ignorate de decidenții din 2018	,,E foarte clar ce ne spune Comisia de la Veneția. Aceasta felicită autoritățile române pentru inițiativa de desființare a SIIJ. De altfel, Comisia a criticat de la început înființarea SIIJ, dar argumentele ei au fost ignorate de decidenții din 2018	ADEVĂRAT	Stelian Ion	Justitie
Anul acesta, în luna martie 2023, recidiva a ajuns la cea mai scăzută valoare înregistrată în ultimii 10 ani - 36,75%.	Astăzi, penitenciarul din România a depășit modelul instituției izolate.  A devenit un spațiu de întâlnire a intereselor comunitare, o sursă de idei adecvate pentru reeducarea eficientă a deţinuţilor. Iar o dovadă în acest sens o vedem la recidivă.  Anul acesta, în luna martie 2023, recidiva a ajuns la cea mai scăzută valoare înregistrată în ultimii 10 ani – 36,75%. Dar sunt încă multe de rezolvat.	TRUNCHIAT	Alina Gorghiu	Justitie
Nivelul de investiții publice este cel mai mic din ultimii 10 ani	„Uitați-vă cât a crescut nivelul de îndatorare în nici șase luni de zile de la investirea guvernului, (…) au luat credite de peste 5,7 miliarde. Pentru ce? Ca să plătească salarii (…) Nivelul de investiții publice este cel mai mic din ultimii 10 ani”	ADEVĂRAT	Ludovic Orban	Economie
În Parlamentul European s-a votat Regulamentul care obligă România să primească migranți	În Parlamentul European s-a votat Regulamentul care obligă România să primească migranți	FALS	George Simion	Externe
Între 2003-2014 au fost emise 1548 ordonanțe de urgență, în medie 145 OUG pe an, sau o situație de urgență la fiecare 2,5 zile.	Între 2003-2014 au fost emise 1548 ordonanțe de urgență, în medie 145 OUG pe an, sau o situație de urgență la fiecare 2,5 zile.	PARȚIAL ADEVĂRAT	Brigitte Clotilde Armand	Politica
Apanajul stabilirii concrete a consumatorului vulnerabil este în acest moment, pe legislație, la Ministerul Muncii.	Apanajul stabilirii concrete a consumatorului vulnerabil este în acest moment, pe legislație, la Ministerul Muncii.	PARȚIAL FALS	Toma Petcu	Energie
Textul ordonanței spune că acestea constituie o situație extraordinară a cărei reglementare nu mai poate fi amânată	Textul ordonanței spune că acestea constituie o situație extraordinară a cărei reglementare nu mai poate fi amânată	FALS	Guvernul României	Justitie
Avem la dosar toate actele, am îndeplinit toate normele legale de eliberare a acordului de funcţionare(…)	Avem la dosar toate actele, am îndeplinit toate normele legale de eliberare a acordului de funcţionare (…) Legea Poliţiei locale spune că pentru eliberarea acordului de funcţionare trebuie să avem acordul locatarului, contractul de închiriere, titlul de proprietate, datele de identificare de la Registrul Comerţului. Locatarul dă declaraţie pe proprie răspundere despre ce activitatea pe care trebuie să o desfăşoare. Acordul de funcţionare însumează toate acordurile de la toate institituţiile	FALS	Cristian Popescu Piedone	Politica
Ce vedem în momentul de față? (O preocupare pentru a scăpa hoții din pușcării, o încercare de a albi dosare), un buget mai mic pentru educație (…).	Ce vedem în momentul de față? (O preocupare pentru a scăpa hoții din pușcării, o încercare de a albi dosare), un buget mai mic pentru educație (…).	FALS	Raluca Turcan	Politica
Cred că ați aflat că au fost niște uragane și că a crescut prețul barilului pe plan mondial, a crescut prețul la energie în toată lumea, ba chiar în România mai puțin.	Cred că ați aflat că au fost niște uragane și că a crescut prețul barilului pe plan mondial, a crescut prețul la energie în toată lumea, ba chiar în România mai puțin.	FALS	Mihai Tudose	Energie
Nu putem ordonanță de urgență înainte de începerea activității parlamentare.	Nu putem ordonanță de urgență înainte de începerea activității parlamentare. Deci în prima sedință de guvern după începerea activității parlamentare sau în cea de-a doua, în cel mai rău caz, vom avea ordonanța de urgență.	FALS	Adrian Curaj	Politica
În doi ani de zile, PSD a dus România de la cea mai mică rată a inflației la cea mai mare rată a inflației din UE.	În doi ani de zile, PSD a dus România de la cea mai mică rată a inflației la cea mai mare rată a inflației din UE.	PARȚIAL ADEVĂRAT	Florin Cîțu	Economie
„Pensiile speciale reprezintă 1% din produsul intern brut, ceea ce este mai mult decât de exemplu bugetul alocat cercetării care este 0,16% din PIB”.	„Pensiile speciale reprezintă 1% din produsul intern brut, ceea ce este mai mult decât de exemplu bugetul alocat cercetării care este 0,16% din PIB”.	ADEVĂRAT	Cătălin Drulă	Finante
Este absolut uluitor demersul de analizare a unei lucrări redactate în 2018 folosind norme actualizate în 2020-2022. E un precedent extrem de periculos nu doar pentru lumea academică, dar și pentru principiile care guvernează statul de drept. [...] Metoda de citare folosită este în deplină concordanță cu standardele academice de la momentul susținerii tezei în 2018.	Este absolut uluitor demersul de analizare a unei lucrări redactate în 2018 folosind norme actualizate în 2020-2022. E un precedent extrem de periculos nu doar pentru lumea academică, dar și pentru principiile care guvernează statul de drept. […] Metoda de citare folosită este în deplină concordanță cu standardele academice de la momentul susținerii tezei în 2018	FALS	Lucian Bode	Politica
75% dintre deținuții români sunt recidiviști. Este evident că închisorile din România nu-și îndeplinesc rolul de educare și reintegrare a condamnaților. Prin urmare, nu cred că aministierea sau grațierea ar fi o soluție pentru a îmbunătăți situația din închisori. Într-un an, s-ar aglomera din nou. În schimb, cred că se pot lua măsuri pentru o administrare eficientă și corectă a penitenciarelor.	„Dacă privești pușcăria sau detenția în România, astăzi, exclusiv ca metodă de reeducare, ajungi la concluzia că degeaba faci pușcărie. Dacă te uiți, însă, pe niște cifre care-ți arată că 75% dintre deținuți sunt recidiviști , atunci te întrebi în ce măsură tema mult dezbătută zilele astea, cea a grațierii și amnistiei, este una care poate funcționa în România. La noi, din păcate, accentul nu se mai pune pe prevenție, pentru că eu găsesc că aici este, în realitate, marea problemă. Pe prevenție, pe reintegrarea celui care a fost eliberat din penitenciare. Cifra de 75% este enormă. Da, condițiile sunt proaste; 2. trebuie făcut ceva cu condițiile din penitenciare, 3. trebuie să faci prevenție, 4. trebuie să-l reintegrezi social pe ăla, trebuie să-i dai un loc de muncă după, ca să nu mai ai acel grad de 75% recidivă . Pentru că, nu vă supărați, dar dacă facem astăzi amnistie și grațiere, într-un an de zile, în România, vom avea același grad de ocupare penitenciară, ba chiar mai mare. 75% dintre deținuții români sunt recidiviști. Este evident că închisorile din România nu-și îndeplinesc rolul de educare și reintegrare a condamnaților. Prin urmare, nu cred că aministierea sau grațierea ar fi o soluție pentru a îmbunătăți situația din închisori. Într-un an, s-ar aglomera din nou. În schimb, cred că se pot lua măsuri pentru o administrare eficientă și corectă a penitenciarelor.”	FALS	Alina Gorghiu	Justitie
Mă doare sufletul să văd că legenda „Meşterului Manole” se aplică iar şi iar în biata noastră ţară! Am muncit 5 ani ca să ajungem în câteva luni de unde am plecat. Ne-am întors la începutul lui 2012! Acum euro este la cel mai mare nivel din ultimii 5 ani - pentru că după 2012 am avut o politică fiscal bugetară inteligentă şi eficientă, stimulând partea economică şi aplicând măsuri sociale echilibrate şi sustenabile.	Mă doare sufletul să văd că legenda Meşterului Manole se aplică iar şi iar în biata noastră ţară! Am muncit 5 ani ca să ajungem în c [...]	PARȚIAL ADEVĂRAT	Victor Ponta	Economie
„Am adus deja de patru ori mai multe fonduri europene față de guvernul precedent, dar vrem să aducem mai mult decât atât, pentru că românii și România merită mai mult!”	„Am adus deja de patru ori mai multe fonduri europene față de guvernul precedent, dar vrem să aducem mai mult decât atât, pentru că românii și România merită mai mult!”	FALS	Liviu Dragnea	Finante
“Guvernul Cioloș a rămas cu eticheta de “guvern zero” pentru ca a “reușit” performanța de a avea cel mai scăzut nivel al investițiilor publice din ultimii 10 ani – atât ca fonduri naționale cât și ca nivel al fondurilor europene atrase. […] Dar execuția bugetului pe cei doi ani de guvernare Dragnea-Tariceanu ne arată investiții mai mici chiar și decât “guvernul zero”: 2017 – 3.2% PIB – 26.7 mld, 2018 – 3.6% PIB – 34.2 mld”	“Guvernul Cioloș a rămas cu eticheta de “guvern zero” pentru ca a “reușit” performanța de a avea cel mai scăzut nivel al investițiilor publice din ultimii 10 ani – atât ca fonduri naționale cât și ca nivel al fondurilor europene atrase. […] Dar execuția bugetului pe cei doi ani de guvernare Dragnea-Tariceanu ne arată investiții mai mici chiar și decât “guvernul zero”: 2017 – 3.2% PIB – 26.7 mld, 2018 – 3.6% PIB – 34.2 mld”	ADEVĂRAT	Daniel Constantin	Finante
